Locus_tag	caec-3-291	caec-3-292	caec-3-293	caec-3-294	caec-3-295	caec-4-291	caec-4-292	caec-4-294	caec-6-141	caec-8-141	caec-8-142	caec-8-143	Bw1	Bw2	Bw3	Class_curated	Subsystem Name	Product PATRIC											
WCP94_002237	6292	3787	562	5523	4252	1795	1110	2994	716	758	3059	946	2391	5517	4699	#N/A	#N/A	"molybdenum-pterin binding domain protein/site- specific recombinase, phage integrase family"											
WCP94_002238	6	1	0	8	5	0	2	9	0	3	1	1	6	12	1	#N/A	#N/A	#N/A											
WCP94_002239	17088	5630	287	10775	6112	4214	2877	461	137	966	2228	1474	7333	13705	11753	#N/A	#N/A	"Molybdenum ABC transporter, substrate-binding protein ModA"											
WCP94_002240	73	39	4	149	41	20	15	6	0	5	5	11	36	44	32	#N/A	#N/A	#N/A											
WCP94_002241	1766	1077	145	1227	1067	530	351	963	166	123	868	234	2746	6054	4776	#N/A	#N/A	#N/A											
WCP94_002242	726	366	68	546	492	185	146	431	65	48	290	92	372	892	670	#N/A	#N/A	Protein SlyX											
WCP94_002243	249	157	20	131	163	159	93	162	20	34	277	55	65	188	117	Secondary Metabolism	Tolerance to colicin E2 and CreBC signal transduction system	Conserved uncharacterized protein CreA											
WCP94_002244	209	126	15	149	131	105	68	127	46	23	199	24	89	175	134	#N/A	#N/A	"Acetyltransferase, GNAT family"											
WCP94_002245	1545	1139	155	1333	1282	564	388	799	276	173	1130	200	3699	7440	6095	#N/A	#N/A	ATP/GTP-binding protein											
WCP94_002246	404	456	55	342	383	195	146	154	90	68	493	110	7836	14862	12629	"Protein Fate (folding, modification, targeting, degradation)"	Protein chaperones	DnaJ-class molecular chaperone CbpA											
WCP94_002247	109	89	6	53	85	51	34	51	6	19	134	29	761	1354	1294	#N/A	#N/A	hypothetical protein											
WCP94_002248	3584	1598	420	2070	3761	1890	1330	2555	259	419	4183	729	212464	429100	348475	"Protein Fate (folding, modification, targeting, degradation)"	Protein chaperones	Chaperone protein ClpB (ATP-dependent unfoldase)											
WCP94_002249	147	114	20	147	55	19	26	74	21	9	101	10	159	401	267	#N/A	#N/A	hypothetical protein											
WCP94_002250	168	191	33	173	175	29	15	86	43	18	81	22	393	863	727	#N/A	#N/A	hypothetical protein											
WCP94_002251	46	40	8	45	52	8	4	32	5	1	17	3	232	481	474	#N/A	#N/A	#N/A											
WCP94_002252	8365	8446	1494	9403	10574	2001	1788	6466	1778	1198	3927	1181	5021	9931	8261	"Stress Response, Defense and Virulence"	Mupirocin resistance	Isoleucyl-tRNA synthetase (EC 6.1.1.5)											
WCP94_002253	413	588	103	789	907	119	148	602	107	88	250	140	136	229	223	#N/A	#N/A	#N/A											
WCP94_002254	212	205	48	248	248	21	35	246	42	33	95	41	46	127	122	#N/A	#N/A	hypothetical protein											
WCP94_002255	5489	3444	649	4673	4030	1457	909	5898	696	408	2546	755	2774	5337	4461	#N/A	#N/A	TPR repeat containing exported protein; Putativeperiplasmic protein contains a protein prenylyltransferasedomain											
WCP94_002256	1287	1063	211	1378	1277	372	314	1876	212	121	664	201	256	598	455	#N/A	#N/A	Ferredoxin											
WCP94_002257	17	40	2	76	31	1	3	38	4	6	4	1	24	28	13	#N/A	#N/A	hypothetical protein											
WCP94_002258	247	294	54	799	605	74	75	490	29	50	143	30	411	781	741	#N/A	#N/A	hypothetical protein											
WCP94_002259	7	5	0	38	13	3	4	49	4	2	4	0	33	32	33	#N/A	#N/A	#N/A											
WCP94_002260	161	80	10	378	257	65	27	229	20	59	137	66	8306	16865	14599	"Cofactors, Vitamins, Prosthetic Groups"	Pyridoxin (Vitamin B6) Biosynthesis	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)											
WCP94_002261	101	56	13	299	145	37	37	210	15	30	124	24	3000	9447	6600	#N/A	#N/A	Uncharacterized MFS-type transporter											
WCP94_002262	82	87	14	225	177	25	29	84	41	28	91	92	2416	6135	4494	#N/A	#N/A	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)											
WCP94_002263	72	78	9	245	142	21	25	42	10	15	44	40	413	705	670	#N/A	#N/A	"ABC-type antimicrobial peptide transport system,permease component"											
WCP94_002264	26	21	2	65	49	17	11	28	2	2	22	2	37	71	85	#N/A	#N/A	"ABC-type antimicrobial peptide transport system,ATPase component"											
WCP94_002265	0	8	0	23	13	0	1	8	0	0	5	2	10	29	18	#N/A	#N/A	hypothetical protein											
WCP94_002266	27	34	8	105	70	4	17	87	6	6	19	16	121	209	168	#N/A	#N/A	Alkaline phosphatase (EC 3.1.3.1)											
WCP94_002267	15	26	4	48	48	7	6	72	7	6	26	4	97	203	161	#N/A	#N/A	hypothetical protein											
WCP94_002268	24	13	6	46	32	4	5	35	2	2	4	5	20	30	17	#N/A	#N/A	hypothetical protein											
WCP94_002269	103	58	21	97	78	18	8	43	26	6	43	1	140	225	246	#N/A	#N/A	hypothetical protein											
WCP94_002270	1229	1019	122	911	963	270	214	478	172	87	561	168	780	1460	1401	#N/A	#N/A	hypothetical protein											
WCP94_002271	903	814	100	1125	1079	284	193	688	106	90	707	165	817	1499	1393	#N/A	#N/A	hypothetical protein											
WCP94_002272	11	12	6	35	5	0	6	41	0	1	12	4	8	1	11	#N/A	#N/A	#N/A											
WCP94_002273	26	28	3	23	14	2	5	16	0	3	14	6	7	13	14	#N/A	#N/A	#N/A											
WCP94_002274	800	867	128	991	834	184	199	411	181	127	471	156	279	615	500	#N/A	#N/A	"membrane protein, Bmp family"											
WCP94_002275	1290	1162	162	1198	1130	298	302	736	209	143	666	274	971	1975	1626	#N/A	#N/A	"ABC transporter, substrate-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)"											
WCP94_002276	0	0	0	9	6	0	0	8	0	2	7	0	5	19	10	#N/A	#N/A	hypothetical protein											
WCP94_002277	33318	16987	2880	11849	16957	8075	5537	7683	3489	1984	13318	3233	8609	17218	14206	#N/A	#N/A	Enolase (EC 4.2.1.11)											
WCP94_002278	821	1278	189	911	516	334	196	270	196	176	586	176	65	171	113	#N/A	#N/A	hypothetical protein											
WCP94_002279	47449	51418	6592	28358	27212	18611	11011	13600	10232	6798	34376	8525	9587	22154	17374	#N/A	#N/A	Putative inner membrane protein											
WCP94_002280	148	69	7	82	84	69	49	159	26	20	128	22	73	118	119	#N/A	#N/A	#N/A											
WCP94_002281	2731	809	98	354	427	761	439	612	240	115	1262	241	541	1156	997	#N/A	#N/A	NADPH nitroreductase (oxygen-insensitive)											
WCP94_002282	3652	5384	1083	8476	8799	407	616	4088	1167	546	1102	371	3784	6502	6032	#N/A	#N/A	hypothetical protein											
WCP94_002283	3351	2948	471	3414	3127	800	617	1678	601	318	1640	419	7389	16424	13339	Amino Acids and Derivatives	Arginine biosynthesis	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)											
WCP94_002284	618	390	70	391	247	192	79	289	77	45	382	61	12422	25805	22096	#N/A	#N/A	hypothetical protein											
WCP94_002285	2447	2055	369	2981	2511	607	464	1823	530	315	1161	325	1009	2074	1638	Carbohydrates	Photorespiration (oxidative C2 cycle)	Serine--glyoxylate aminotransferase (EC 2.6.1.45)											
WCP94_002286	1486	1219	222	1391	1438	373	250	826	279	137	641	227	855	1571	1391	#N/A	#N/A	23S rRNA (cytosine(1962)-C(5))-methyltransferase(EC 2.1.1.191)											
WCP94_002287	555	485	76	534	559	178	86	277	66	56	233	89	211	440	346	#N/A	#N/A	Diacylglycerol kinase (EC 2.7.1.107)											
WCP94_002288	2299	2467	547	3523	3432	541	456	1829	453	393	1310	396	852	2107	1594	DNA Processing	DNA Repair Base Excision	DNA polymerase I (EC 2.7.7.7)											
WCP94_002289	1118	1773	339	2190	2353	272	258	1000	318	210	712	184	707	1632	1253	RNA Processing	tRNA thiolation	tRNA-5-methyluridine(54) 2-sulfurtransferase (EC2.8.1.15)											
WCP94_002290	3	1	0	4	2	0	0	1	0	0	0	0	0	6	8	#N/A	#N/A	#N/A											
WCP94_002291	2639	1852	230	1417	1721	1226	850	1358	362	343	1394	440	33937	57071	55201	#N/A	#N/A	Hydroxylamine reductase (EC 1.7.99.1)											
WCP94_002292	1	1	0	5	7	0	0	9	0	2	8	2	1	10	5	#N/A	#N/A	#N/A											
WCP94_002293	728	477	48	498	434	161	151	361	52	69	308	111	601	1054	967	#N/A	#N/A	Transcriptional regulator											
WCP94_002294	1270	814	202	2762	1833	408	367	1825	192	210	775	213	1426	2056	1957	#N/A	#N/A	Sensory box sensor histidine kinase/response regulator											
WCP94_002295	630	800	223	3012	2305	186	216	1117	142	155	448	130	1319	2104	2035	#N/A	#N/A	hypothetical protein											
WCP94_002296	306	335	77	605	433	115	95	299	26	56	188	71	494	953	929	#N/A	#N/A	Predicted cobalt transporter in sulfate-reducingdelta-proteobacteria											
WCP94_002297	11437	5176	701	4304	4449	2391	1383	3780	1174	486	4049	1009	18482	38922	32438	#N/A	#N/A	CBS domain protein											
WCP94_002298	14	19	3	11	7	9	9	9	2	3	10	0	16	19	17	#N/A	#N/A	#N/A											
WCP94_002299	356	199	38	283	274	34	57	161	56	22	110	25	259	426	385	#N/A	#N/A	Isochorismatase (EC 3.3.2.1)											
WCP94_002300	99	105	19	96	78	25	12	80	25	22	66	25	124	209	170	#N/A	#N/A	"Transcriptional regulator, HxlR family"											
WCP94_002301	1139	897	74	415	576	200	137	189	165	64	444	81	990	1895	1734	#N/A	#N/A	HDIG domain protein											
WCP94_002302	2208	2031	342	2863	3404	273	320	2550	325	198	662	196	1097	2038	1727	#N/A	#N/A	Stage 0 sporulation protein YaaT											
WCP94_002303	168	118	50	205	199	36	26	203	24	13	53	5	26	66	45	#N/A	#N/A	#N/A											
WCP94_002304	7021	5934	986	6484	6813	1856	1194	5500	1233	634	3557	865	1867	4540	3584	Protein Synthesis	"tRNA aminoacylation, Met"	Methionyl-tRNA synthetase (EC 6.1.1.10)											
WCP94_002305	81	40	10	31	48	10	4	21	3	2	10	21	3	14	8	#N/A	#N/A	#N/A											
WCP94_002306	14207	2133	750	1546	1643	1672	766	1187	415	289	1951	682	954	1922	1801	#N/A	#N/A	L-lactate permease											
WCP94_002307	26	31	15	75	26	1	6	43	1	6	22	15	49	66	76	#N/A	#N/A	#N/A											
WCP94_002308	686	725	89	902	719	155	146	472	130	64	384	173	661	1080	1138	#N/A	#N/A	hypothetical protein											
WCP94_002309	1429	964	179	1828	1398	543	446	1230	163	201	982	377	2473	4864	4173	#N/A	#N/A	Uncharacterized MFS-type transporter											
WCP94_002310	3926	2150	325	2423	2694	1133	715	2496	489	377	1490	458	1296	2231	2071	#N/A	#N/A	"Transcriptional regulator, AcrR family"											
WCP94_002311	2020	2197	332	2342	2208	665	581	2359	441	398	1140	331	514	969	814	"Cell Envelope, Capsule and Slime layer"	Undecaprenyl-diphosphatases	Undecaprenyl-diphosphatase (EC 3.6.1.27)											
WCP94_002312	3163	6007	738	6431	4632	540	606	2724	1330	953	1863	808	6216	13443	11501	#N/A	#N/A	Competence protein ComGF											
WCP94_002313	34753	36706	7297	43748	47841	6360	5956	26284	9367	6124	15029	5550	19311	36626	33850	Protein Synthesis	"Ribosomal proteins, single-copy"	LSU ribosomal protein L13p (L13Ae)											
WCP94_002314	18795	21428	3654	24930	29839	3414	3193	12514	5287	2981	7919	3031	4961	10562	8950	Protein Synthesis	"Ribosomal proteins, single-copy"	SSU ribosomal protein S9p (S16e)											
WCP94_002315	4435	4448	1182	10607	10478	1061	1223	6676	1060	850	2356	1170	2015	3424	3081	RNA Processing	Ribonuclease J family	Ribonuclease J (endonuclease and 5' exonuclease)											
WCP94_002316	1624	1925	286	2543	2537	451	334	1857	329	242	836	200	635	1313	1080	#N/A	#N/A	hypothetical protein											
WCP94_002317	2218	3660	481	4013	3242	534	456	1661	455	379	1227	265	1768	2701	2986	#N/A	#N/A	RNA polymerase-binding transcription factor DksA											
WCP94_002318	5204	5340	1055	5363	4959	744	679	3092	1046	614	1596	351	1954	4058	3091	Amino Acids and Derivatives	Glutamine synthetases	"Glutamine synthetase type III, GlnN (EC 6.3.1.2)"											
WCP94_002319	751	1059	143	1338	1146	227	172	495	158	109	394	142	693	1522	1195	#N/A	#N/A	Oligosaccharyltransferase PglB (EC 2.4.1.119)											
WCP94_002320	451	580	109	427	415	109	37	140	106	70	158	44	811	1319	1250	#N/A	#N/A	TraR/YbiI family protein											
WCP94_002321	603	724	146	720	710	143	132	248	100	92	259	124	399	888	773	#N/A	#N/A	conserved hypothetical protein TIGR00022											
WCP94_002322	2254	1996	378	2061	2227	419	326	736	429	238	986	284	8165	15297	13448	Amino Acids and Derivatives	Proline biosynthesis (for review)	N-acetylornithine aminotransferase (EC 2.6.1.11)											
WCP94_002323	576	585	109	547	696	116	87	227	85	72	259	30	567	1161	1008	Metabolite damage and its repair or mitigation	Nudix proteins (nucleoside triphosphate hydrolases)	Deoxyuridine 5'-triphosphate nucleotidohydrolase(EC 3.6.1.23)											
WCP94_002324	54	40	3	68	66	9	14	51	11	5	15	14	14	41	20	#N/A	#N/A	hypothetical protein											
WCP94_002325	512	388	48	294	224	105	47	198	92	38	231	57	82	224	186	#N/A	#N/A	"Acetyltransferase, GNAT family"											
WCP94_002326	1524	970	119	828	826	261	196	621	234	117	558	145	608	1527	1172	#N/A	#N/A	Domain of unknown function / Molybdopterin adenylyltransferase (EC 2.7.7.75)											
WCP94_002327	1069	1706	268	1714	1488	239	267	816	309	203	655	181	757	1553	1362	RNA Processing	Queuosine and archaeosine	NADPH-dependent 7-cyano-7-deazaguanine reductase(EC 1.7.1.13)											
WCP94_002328	1177	2039	221	1674	1922	282	289	670	342	237	650	208	671	1201	1095	"Cofactors, Vitamins, Prosthetic Groups"	Coenzyme A Biosynthesis cluster	"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)"											
WCP94_002329	807	1080	202	1706	1554	135	226	837	176	175	519	218	480	792	796	"Cofactors, Vitamins, Prosthetic Groups"	Folate biosynthesis cluster	tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)											
WCP94_002330	2216	2190	449	2900	2508	428	460	1327	361	287	999	425	872	1950	1666	"Cofactors, Vitamins, Prosthetic Groups"	Pyridoxin (Vitamin B6) Biosynthesis	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)											
WCP94_002331	1522	1012	219	1572	1336	397	339	853	245	176	780	182	505	1295	925	#N/A	#N/A	"(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"											
WCP94_002332	263	207	51	355	332	66	70	157	45	42	100	24	125	284	211	DNA Processing	"DNA repair, bacterial"	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)											
WCP94_002333	656	521	106	757	682	143	127	425	123	82	320	116	200	688	469	#N/A	#N/A	hypothetical protein											
WCP94_002334	1680	1869	383	2711	2880	354	445	1049	320	221	678	365	518	1122	922	DNA Processing	"DNA repair, bacterial"	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)											
WCP94_002335	39	47	17	56	36	6	2	67	8	7	16	3	21	27	51	#N/A	#N/A	#N/A											
WCP94_002336	8709	6349	1323	6650	8166	1258	1158	5211	1275	724	2206	705	4342	8790	6856	Protein Synthesis	"tRNA aminoacylation, Pro"	"Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type"											
WCP94_002337	3	12	0	16	5	5	0	8	0	0	2	0	22	36	25	#N/A	#N/A	#N/A											
WCP94_002338	787	1485	178	929	1041	174	174	437	185	186	421	173	628	1136	1037	#N/A	#N/A	hypothetical protein											
WCP94_002339	106	250	44	315	287	22	29	126	52	9	53	33	372	764	694	#N/A	#N/A	hypothetical protein											
WCP94_002340	511	989	138	1346	1150	95	112	447	124	75	291	93	2802	4730	4040	#N/A	#N/A	hypothetical protein											
WCP94_002341	1234	1430	269	1985	1922	239	240	1007	281	139	588	190	887	1623	1346	#N/A	#N/A	Radical SAM protein DVU1407											
WCP94_002342	1877	1839	269	2116	1766	456	371	1562	342	236	1031	210	1543	3226	2811	#N/A	#N/A	hypothetical protein											
WCP94_002343	2030	2692	632	4634	4348	430	405	1189	671	520	968	536	2118	3798	3229	#N/A	#N/A	Transcription elongation factor GreA											
WCP94_002344	1877	2741	645	6557	5330	473	711	1567	819	722	1298	815	1672	2808	2369	"Stress Response, Defense and Virulence"	Heat shock dnaK gene cluster extended	tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5)											
WCP94_002345	4	8	0	21	16	1	4	10	5	1	2	2	6	8	7	#N/A	#N/A	#N/A											
WCP94_002346	45744	22506	2864	16794	21671	8851	3608	10227	4784	1574	9192	2055	6056	11496	10185	#N/A	#N/A	RNA-binding protein											
WCP94_002347	52	20	7	52	53	11	9	54	4	4	27	4	32	81	73	#N/A	#N/A	#N/A											
WCP94_002348	244	192	33	236	221	60	50	261	31	26	101	18	209	458	478	#N/A	#N/A	#N/A											
WCP94_002349	22	8	3	15	23	3	4	22	7	2	8	0	19	40	34	#N/A	#N/A	#N/A											
WCP94_002350	13318	14996	2712	16456	17435	2498	2446	9020	2420	1441	5190	1409	4836	9628	8346	Energy and Precursor Metabolites Generation	Fermentations: Mixed acid	Alcohol dehydrogenase (EC 1.1.1.1)											
WCP94_002351	416	622	120	627	464	78	59	655	92	62	138	15	65	105	82	#N/A	#N/A	#N/A											
WCP94_002352	19401	18598	2501	17040	19822	4783	3801	9761	2913	1862	10314	3096	39203	71377	62072	"Cofactors, Vitamins, Prosthetic Groups"	Folate biosynthesis cluster	"Cell division-associated, ATP-dependent zinc metalloprotease FtsH"											
WCP94_002353	913	1160	123	1101	1148	288	190	690	151	111	653	170	2331	4363	4074	#N/A	#N/A	#N/A											
WCP94_002354	1120	954	163	1174	951	304	222	864	153	102	688	211	629	1437	1097	"Cell Cycle, Cell Division and Death"	Bacterial checkpoint-control-related cluster	Diadenylate cyclase spyDAC; Bacterial checkpointcontroller DisA with nucleotide-binding domain											
WCP94_002355	1179	1233	164	1377	1458	316	233	1097	213	140	615	219	974	1597	1524	"Cell Cycle, Cell Division and Death"	Bacterial checkpoint-control-related cluster	Uncharacterized secreted protein associated withspyDAC											
WCP94_002356	2373	1976	251	1968	1965	606	475	1821	393	222	1209	317	636	1515	1222	"Cell Cycle, Cell Division and Death"	Bacterial checkpoint-control-related cluster	Phosphoglucosamine mutase (EC 5.4.2.10)											
WCP94_002357	3544	2781	320	1823	1650	787	554	1326	589	319	1183	314	622	1399	1202	#N/A	#N/A	UTP--glucose-1-phosphate uridylyltransferase (EC2.7.7.9)											
WCP94_002358	41	47	8	99	24	4	21	47	3	21	28	9	30	73	47	#N/A	#N/A	#N/A											
WCP94_002359	807	1366	229	2511	2210	139	225	1351	216	134	351	194	540	1099	924	#N/A	#N/A	#N/A											
WCP94_002360	132	283	67	485	349	19	45	163	40	26	69	26	281	568	567	#N/A	#N/A	hypothetical protein											
WCP94_002361	2447	3753	578	4852	5764	474	477	2949	427	412	1023	358	1192	2228	2125	#N/A	#N/A	23S rRNA (uridine(2552)-2'-O)-methyltransferase (EC 2.1.1.166)											
WCP94_002362	6967	6290	1408	7519	9011	1059	913	3670	1196	740	2014	949	2397	4099	3761	DNA Processing	RuvABC plus a hypothetical	Probable transcriptional regulatory protein YebC											
WCP94_002363	709	666	227	1998	2031	170	225	1123	131	151	348	184	156	321	274	DNA Processing	RuvABC plus a hypothetical	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)											
WCP94_002364	4799	2484	435	2381	2626	1987	1514	1839	541	521	2872	991	3424	7449	6267	#N/A	#N/A	hypothetical protein											
WCP94_002365	1626	903	185	839	944	717	553	635	217	191	1077	298	1015	2757	2239	#N/A	#N/A	Outer membrane lipoprotein omp16 precursor											
WCP94_002366	0	0	0	2	10	0	0	0	0	0	0	0	0	0	8	#N/A	#N/A	#N/A											
WCP94_002367	2883	2665	501	2856	2664	498	371	1022	689	385	1048	366	649	1342	1179	Protein Synthesis	Universal GTPases	GTP-binding and nucleic acid-binding protein YchF											
WCP94_002368	862	1028	158	1127	1032	183	144	464	223	151	489	165	862	1755	1418	"Fatty Acids, Lipids, and Isoprenoids"	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Acyl-phosphate:glycerol-3-phosphate O- acyltransferase PlsY (EC 2.3.1.n3)											
WCP94_002369	3153	3271	705	4757	4961	620	558	1926	734	563	1691	573	959	2123	1804	RNA Processing	"RNA processing and degradation, bacterial"	Exoribonuclease II (EC 3.1.13.1)											
WCP94_002370	5562	4538	922	5336	5130	1090	838	2428	1072	593	2471	672	5903	11634	9769	Nucleosides and Nucleotides	DeNovo Purine Biosynthesis	Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)											
WCP94_002371	1550	968	107	909	1006	294	240	784	252	107	613	132	921	1861	1717	#N/A	#N/A	hypothetical protein											
WCP94_002372	18652	13575	2593	17680	19523	4695	3039	13734	2784	1814	8487	2609	7706	14681	12758	Nucleosides and Nucleotides	DeNovo Purine Biosynthesis	Adenylosuccinate synthetase (EC 6.3.4.4)											
